City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
58,broome,42.2506,-75.833,-6.66,82,0,2.06,US,1675223026
59,chapais,49.7834,-74.8492,-21.12,93,100,4.98,CA,1675223026
60,faanui,-16.4833,-151.75,27.53,74,100,6.25,PF,1675223027
61,arraial do cabo,-22.9661,-42.0278,24.15,89,89,10.91,BR,1675223027
62,avera,33.194,-82.5271,16.03,96,100,2.81,US,1675223028
63,rawlins,41.7911,-107.2387,-12.03,56,0,1.54,US,1675222770
64,port hedland,-20.3167,118.5667,35.03,55,25,4.12,AU,1675223028
65,sabha,27.0377,14.4283,6.27,49,0,3.35,LY,1675223029
66,tasiilaq,65.6145,-37.6368,-11.91,72,95,3.3,GL,1675223029
67,coihaique,-45.5752,-72.0662,12.34,66,0,1.54,CL,1675223030
68,hobart,-42.8794,147.3294,17.92,59,75,2.06,AU,1675222761
69,poso,-1.3959,120.7524,24.96,94,100,1.91,ID,1675223030
70,merced,37.1666,-120.7516,7.94,60,1,0.4,US,1675223031
71,traverse city,44.7631,-85.6206,-7.89,74,100,2.06,US,1675222974
72,belyy yar,53.6039,91.3903,-17.06,85,75,0.0,RU,1675223032
73,saint-pierre,-21.3393,55.4781,26.21,88,100,5.14,RE,1675223033
74,umm kaddadah,13.6017,26.6876,18.88,23,34,7.37,SD,1675223033
75,pacific grove,36.6177,-121.9166,8.57,73,0,1.54,US,1675223033
76,kaitangata,-46.2817,169.8464,18.62,83,99,2.77,NZ,1675223034
77,hami,42.8,93.45,-1.38,29,95,0.9,CN,1675223034
78,poum,-20.2333,164.0167,26.68,61,83,1.98,NC,1675223035
79,talnakh,69.4865,88.3972,-17.87,96,100,4.5,RU,1675223035
80,shunyi,40.125,116.6453,0.97,15,0,4.0,CN,1675223036
81,atuona,-9.8,-139.0333,26.1,77,78,10.34,PF,1675223036
82,cape town,-33.9258,18.4232,22.43,82,20,5.66,ZA,1675222769
83,mar del plata,-38.0023,-57.5575,20.53,86,75,4.47,AR,1675222972
84,bredasdorp,-34.5322,20.0403,18.15,94,10,2.22,ZA,1675223037
85,mareeba,-17.0,145.4333,27.4,96,100,1.6,AU,1675223038
86,atar,20.5169,-13.0499,18.31,22,80,2.2,MR,1675223038
87,chokurdakh,70.6333,147.9167,-18.77,97,100,3.28,RU,1675223038
88,sola,-13.8833,167.55,28.37,84,100,0.0,VU,1675223039
89,carutapera,-1.195,-46.02,23.67,95,100,1.51,BR,1675223039
90,rhyl,53.3196,-3.4886,8.8,3,93,9.17,GB,1675223040
91,cap-chat,49.1001,-66.6821,-13.0,66,96,10.29,CA,1675223040
92,carnarvon,-24.8667,113.6333,27.57,66,38,6.66,AU,1675223040
93,northam,51.0333,-4.2167,8.12,83,12,8.51,GB,1675223041
94,kalevala,65.2,31.1667,-13.06,97,87,2.85,RU,1675223041
95,severo-kurilsk,50.6789,156.125,-3.57,52,66,1.56,RU,1675223043
96,jamestown,42.097,-79.2353,-8.03,85,40,1.54,US,1675222856
97,kristiinankaupunki,62.2743,21.376,-3.83,91,18,2.18,FI,1675223045
98,tezu,27.9167,96.1667,25.59,23,100,1.42,IN,1675223046
99,matara,5.9485,80.5353,26.98,72,96,3.79,LK,1675223047
100,marsaxlokk,35.8419,14.5431,8.34,76,20,2.06,MT,1675223047
101,victoria,22.2855,114.1577,24.42,78,52,4.92,HK,1675222937
102,guerrero negro,27.9769,-114.0611,13.56,59,10,4.0,MX,1675223048
103,chuy,-33.6971,-53.4616,21.17,92,5,2.49,UY,1675223049
104,toora-khem,52.4675,96.11,-17.15,95,93,0.94,RU,1675223050
105,kitaibaraki,36.7833,140.75,11.75,43,1,7.14,JP,1675223051
106,dikson,73.5069,80.5464,-23.51,92,35,3.79,RU,1675223051
107,saint-augustin,51.226,-58.6502,-23.12,85,1,3.18,CA,1675223052
108,kenai,60.5544,-151.2583,0.05,89,100,1.54,US,1675223052
109,port elizabeth,-33.918,25.5701,20.17,94,0,1.79,ZA,1675223053
110,nanakuli,21.3906,-158.1547,27.65,63,75,3.09,US,1675223055
111,okha,53.5739,142.9478,-21.14,87,21,5.08,RU,1675223056
112,huarmey,-10.0681,-78.1522,22.16,78,99,2.74,PE,1675223050
113,bahia de caraquez,-0.6,-80.4167,26.1,85,98,2.7,EC,1675223057
114,saskylakh,71.9167,114.0833,-28.27,98,100,7.41,RU,1675223057
115,torbay,47.6666,-52.7314,0.88,95,100,5.66,CA,1675223058
116,leningradskiy,69.3833,178.4167,-14.91,96,100,4.29,RU,1675223060
117,thompson,55.7435,-97.8558,-33.91,68,20,0.0,CA,1675222778
118,hurghada,27.2574,33.8129,13.02,41,0,4.12,EG,1675223061
119,ginda,30.6945,78.4932,12.61,17,0,1.01,IN,1675223063
120,teahupoo,-17.8333,-149.2667,26.96,76,18,7.43,PF,1675223064
121,khombole,14.7667,-16.7,18.45,60,54,4.49,SN,1675223064
122,matagami,49.7502,-77.6328,-12.94,85,100,2.57,CA,1675223065
123,mount isa,-20.7333,139.5,31.87,43,40,3.09,AU,1675223066
124,dunedin,-45.8742,170.5036,18.22,10,100,1.34,NZ,1675223067
125,antofagasta,-23.65,-70.4,21.01,81,99,0.85,CL,1675222962
126,flagstaff,35.1981,-111.6513,-2.19,74,0,3.6,US,1675222942
127,yichang,30.7144,111.2847,16.9,22,0,4.87,CN,1675223068
128,ostrovnoy,68.0531,39.5131,-7.45,97,96,2.34,RU,1675223069
129,vanimo,-2.6741,141.3028,28.38,76,94,2.3,PG,1675223070
130,isangel,-19.55,169.2667,32.06,70,75,2.06,VU,1675223071
131,nikolskoye,59.7035,30.7861,-0.05,86,99,3.89,RU,1675223071
132,guangzhou,23.1167,113.25,21.97,57,95,1.86,CN,1675223072
133,khatanga,71.9667,102.5,-42.81,100,63,1.17,RU,1675223073
134,batticaloa,7.7102,81.6924,24.68,88,100,8.84,LK,1675223074
135,shingu,33.7333,135.9833,14.36,54,100,6.2,JP,1675223075
136,mackay,-21.15,149.2,28.99,81,100,5.62,AU,1675223077
137,kavieng,-2.5744,150.7967,28.78,71,91,3.8,PG,1675223078
138,gorontalo,0.5412,123.0595,29.87,69,100,3.52,ID,1675223079
139,avarua,-21.2078,-159.775,25.03,94,75,4.63,CK,1675223079
140,bardiyah,31.7561,25.0865,13.02,65,62,9.79,LY,1675223080
141,nuuk,64.1835,-51.7216,-15.19,88,100,6.31,GL,1675222907
142,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.67,49,0,1.0,RU,1675223080
143,taclobo,12.3074,122.586,26.74,80,17,5.1,PH,1675223081
144,anloga,5.7947,0.8973,26.35,80,77,2.67,GH,1675223081
145,itabera,-23.8619,-49.1372,19.73,98,100,1.13,BR,1675223082
146,labuhan,-6.8844,112.2051,27.94,76,100,3.5,ID,1675223082
147,ulladulla,-35.35,150.4667,23.36,65,13,4.94,AU,1675223082
148,dingle,10.9995,122.6711,28.39,76,50,6.91,PH,1675223083
149,shumskiy,54.8318,99.1328,-9.34,74,99,0.71,RU,1675223083
150,esperance,-33.8667,121.9,18.64,58,93,6.44,AU,1675223084
151,boulder city,35.9786,-114.8325,4.69,22,0,2.57,US,1675223084
152,padang,-0.9492,100.3543,29.03,73,100,2.1,ID,1675223084
153,bethel,41.3712,-73.414,-1.25,60,75,2.06,US,1675223085
154,sitka,57.0531,-135.33,3.94,81,100,5.14,US,1675223085
155,prelouc,50.0398,15.5603,4.83,76,75,9.26,CZ,1675223086
156,castro,-24.7911,-50.0119,17.31,98,100,1.22,BR,1675223086
157,brae,60.3964,-1.353,6.37,87,97,17.2,GB,1675223087
158,henties bay,-22.116,14.2845,17.44,87,100,2.56,NA,1675223087
159,coxim,-18.5067,-54.76,24.46,87,99,1.13,BR,1675223088
160,muroto,33.2833,134.15,11.54,59,96,4.68,JP,1675223088
161,aklavik,68.2191,-135.0107,-35.12,100,68,2.46,CA,1675223088
162,majene,-3.5403,118.9707,29.68,65,99,3.97,ID,1675223089
163,panguna,-6.3164,155.4848,25.61,76,97,1.39,PG,1675223089
164,constitucion,-35.3333,-72.4167,12.58,81,1,3.41,CL,1675223090
165,aleksandrovsk-sakhalinskiy,50.8975,142.1561,-15.46,86,37,1.31,RU,1675223090
166,kibala,9.1104,18.3463,20.97,52,0,0.0,TD,1675223091
167,pemba,-12.974,40.5178,25.14,86,6,2.91,MZ,1675223091
168,caen,49.0833,-0.4167,6.12,81,100,4.63,FR,1675223091
169,awbari,26.5921,12.7805,5.6,38,2,2.77,LY,1675223092
170,shubarshi,48.5872,57.1869,-12.59,78,11,3.68,KZ,1675223092
171,luderitz,-26.6481,15.1594,15.5,91,7,4.36,NA,1675223093
172,namatanai,-3.6667,152.4333,28.58,71,99,3.55,PG,1675223093
173,wajima,37.4,136.9,4.38,100,75,8.75,JP,1675223094
174,lokosovo,61.1333,74.8167,-11.39,95,100,4.14,RU,1675223094
175,port-gentil,-0.7193,8.7815,26.75,80,28,6.26,GA,1675223095
176,springfield,37.2153,-93.2982,-6.93,77,0,1.54,US,1675222816
177,gubkin,51.2817,37.5458,-4.6,88,98,2.48,RU,1675223095
178,barcelos,41.5388,-8.6151,7.6,72,47,2.05,PT,1675223096
179,isla vista,34.4133,-119.861,12.68,74,0,0.45,US,1675223096
180,sur,22.5667,59.5289,20.1,69,6,2.59,OM,1675223096
181,margate,51.3813,1.3862,5.39,78,93,2.24,GB,1675223097
182,mayo,38.8876,-76.5119,3.3,88,100,2.57,US,1675223097
183,preobrazheniye,42.9019,133.9064,-3.21,79,100,2.24,RU,1675223098
184,baghdad,33.3406,44.4009,7.95,100,0,2.57,IQ,1675223088
185,swarzedz,52.4129,17.085,3.36,67,20,10.29,PL,1675223098
186,baykit,61.67,96.37,-19.04,100,100,0.51,RU,1675223099
187,grindavik,63.8424,-22.4338,-2.74,80,0,1.54,IS,1675223100
188,shimoda,34.6667,138.95,12.2,62,44,8.28,JP,1675223100
189,grande prairie,55.1667,-118.8027,-11.9,85,100,2.57,CA,1675222830
190,weihai,37.5017,122.1136,-0.72,51,65,10.87,CN,1675223101
191,kloulklubed,7.0419,134.2556,29.28,80,64,9.82,PW,1675222872
192,mehamn,71.0357,27.8492,0.97,64,40,8.23,NO,1675223102
193,kieta,-6.2167,155.6333,29.36,70,86,3.07,PG,1675223103
194,dauphin,51.1494,-100.0502,-24.92,70,0,4.12,CA,1675223104
195,bria,6.5423,21.9863,21.89,34,0,0.28,CF,1675223105
196,charlestown,-32.95,151.6667,28.06,73,27,2.68,AU,1675222974
197,ganzhou,28.8184,115.4327,20.04,33,0,1.75,CN,1675223107
198,barrow,71.2906,-156.7887,-20.99,77,0,11.83,US,1675223040
199,alofi,-19.0595,-169.9187,24.94,94,100,2.06,NU,1675223108
200,longyearbyen,78.2186,15.6401,-9.09,62,20,7.72,SJ,1675223096
201,los llanos de aridane,28.6585,-17.9182,13.86,77,40,4.12,ES,1675223109
202,gazanjyk,39.2446,55.5154,5.66,93,100,4.39,TM,1675223110
203,zdvinsk,54.7021,78.661,-22.78,99,47,1.63,RU,1675223111
204,lavrentiya,65.5833,-171.0,-12.24,98,97,2.37,RU,1675223112
205,atasu,48.6814,71.6433,-11.9,96,95,2.59,KZ,1675223113
206,nelson bay,-32.7167,152.15,27.83,75,42,4.47,AU,1675223114
207,hayden,47.766,-116.7866,-2.69,86,100,3.09,US,1675223115
208,klaksvik,62.2266,-6.589,3.51,91,96,11.95,FO,1675223115
209,san juan del sur,11.2529,-85.8705,24.73,80,22,9.23,NI,1675223116
210,horni jiretin,50.5731,13.5472,4.17,79,77,8.08,CZ,1675223117
211,cayenne,4.9333,-52.3333,23.02,100,0,0.51,GF,1675222978
212,nalut,30.3333,10.85,4.01,54,11,3.09,LY,1675223122
213,itoman,26.1247,127.6694,23.21,59,75,5.66,JP,1675223125
214,clyde river,70.4692,-68.5914,-30.87,69,0,2.57,CA,1675223127
215,tigzirt,36.8886,4.1198,8.03,64,0,2.62,DZ,1675223136
216,krasnoselkup,65.7,82.4667,-16.96,95,100,5.7,RU,1675223138
217,alenquer,-1.9417,-54.7383,22.2,94,93,1.48,BR,1675223139
218,benidorm,38.5382,-0.131,7.4,52,0,0.97,ES,1675223139
219,krasnaya gora,52.9995,31.6023,-2.68,96,100,2.85,RU,1675223140
220,tselina,46.5338,41.0328,2.1,92,100,1.33,RU,1675223140
221,haines junction,60.7522,-137.5108,-12.74,99,94,0.87,CA,1675223141
222,norman wells,65.282,-126.8329,-31.98,68,20,0.0,CA,1675223141
223,portland,45.5234,-122.6762,3.47,69,75,1.54,US,1675222690
224,verkhnevilyuysk,63.4453,120.3167,-29.74,97,100,3.87,RU,1675223142
225,ileza,61.0533,43.9002,-2.81,92,100,5.02,RU,1675223142
226,kendari,-3.945,122.4989,29.45,68,100,2.67,ID,1675223143
227,muscat,23.6139,58.5922,18.01,62,8,4.09,OM,1675222622
228,halifax,44.6453,-63.5724,-5.85,81,93,2.68,CA,1675222587
229,saldanha,-33.0117,17.9442,16.03,92,0,5.35,ZA,1675223144
230,grand gaube,-20.0064,57.6608,27.43,78,90,3.13,MU,1675223144
231,san cristobal,7.7669,-72.225,19.1,90,87,1.03,VE,1675223145
232,naze,28.3667,129.4833,20.51,65,79,6.07,JP,1675223145
233,makasar,-5.14,119.4221,31.03,62,20,4.12,ID,1675223146
234,mulege,26.8833,-111.9833,12.65,78,4,0.81,MX,1675223146
235,hasaki,35.7333,140.8333,13.45,41,39,11.68,JP,1675223147
236,along,28.1667,94.7667,22.71,37,9,0.3,IN,1675223147
237,mtama,-10.3,39.3667,22.75,91,9,1.03,TZ,1675223148
238,saint-joseph,-21.3667,55.6167,26.17,83,87,4.96,RE,1675223148
239,cherskiy,68.75,161.3,-24.65,100,56,2.74,RU,1675223149
240,turtas,58.9417,69.1325,-10.18,95,96,3.32,RU,1675223149
241,olafsvik,64.8945,-23.7142,-1.12,87,100,6.81,IS,1675223149
242,rawah,34.4816,41.9093,8.08,75,29,2.47,IQ,1675223150
243,shelburne,44.0787,-80.2041,-13.75,91,38,3.38,CA,1675223150
244,lompoc,34.6391,-120.4579,9.77,87,0,0.45,US,1675223151
245,coquimbo,-29.9533,-71.3436,16.85,94,20,2.57,CL,1675222867
246,paracuru,-3.41,-39.0306,27.28,90,86,4.45,BR,1675223151
247,kasongo-lunda,-6.4667,16.8167,19.56,98,93,0.66,CD,1675223152
248,miraflores,19.2167,-98.8083,18.36,53,0,1.6,MX,1675223152
249,jardim,-21.4803,-56.1381,21.41,98,100,1.15,BR,1675223153
250,mahebourg,-20.4081,57.7,27.36,83,75,3.09,MU,1675223153
251,roald,62.5833,6.1333,3.75,93,75,2.06,NO,1675223154
252,souillac,-20.5167,57.5167,26.21,83,75,3.09,MU,1675223154
253,rio gallegos,-51.6226,-69.2181,14.03,54,0,2.06,AR,1675222909
254,tadine,-21.55,167.8833,28.19,71,68,2.63,NC,1675223154
255,marystown,47.1666,-55.1483,-3.19,88,99,8.52,CA,1675223155
256,kruisfontein,-34.0033,24.7314,17.16,87,0,3.07,ZA,1675223155
257,hithadhoo,-0.6,73.0833,27.26,73,17,5.59,MV,1675223156
258,ahipara,-35.1667,173.1667,23.16,75,99,3.85,NZ,1675223156
259,shakhunya,57.6758,46.6114,-7.59,94,99,4.55,RU,1675223157
260,kuusamo,65.9667,29.1833,-7.98,93,100,2.57,FI,1675223157
261,bronnoysund,65.4625,12.1997,-1.0,86,100,3.09,NO,1675223157
262,egvekinot,66.3167,-179.1667,-8.59,96,99,2.26,RU,1675223158
263,puerto madryn,-42.7692,-65.0385,15.56,63,0,8.29,AR,1675222864
264,hohhot,40.8106,111.6522,-7.84,38,0,1.0,CN,1675223158
265,tripoli,32.8752,13.1875,12.81,61,78,6.06,LY,1675223159
266,samarai,-10.6167,150.6667,29.29,69,98,0.47,PG,1675223159
267,maxixe,-23.8597,35.3472,25.32,70,71,4.27,MZ,1675223161
268,provideniya,64.3833,-173.3,-3.94,100,100,2.0,RU,1675223162
269,madimba,-10.4,40.3333,24.44,91,4,1.07,TZ,1675223163
270,linhares,-19.3911,-40.0722,21.63,97,38,0.72,BR,1675223164
271,saint-francois,46.4154,3.9054,3.69,93,100,2.06,FR,1675223166
272,makat,47.6469,53.3463,-4.42,57,31,4.79,KZ,1675223167
273,lorengau,-2.0226,147.2712,28.19,75,61,3.72,PG,1675223167
274,yerbogachen,61.2767,108.0108,-26.17,99,96,1.32,RU,1675223168
275,paamiut,61.994,-49.6678,-9.96,71,100,4.73,GL,1675223169
276,qui nhon,13.7667,109.2333,24.38,76,48,3.17,VN,1675223170
277,berlevag,70.8578,29.0864,1.0,75,100,13.38,NO,1675223171
278,shuyskoye,59.3736,41.0305,-2.74,95,100,3.42,RU,1675223172
279,upington,-28.4478,21.2561,20.21,83,0,1.54,ZA,1675223172
280,rawson,-43.3002,-65.1023,15.51,59,0,8.59,AR,1675223173
281,santa rosalia,27.3167,-112.2833,14.27,65,88,1.01,MX,1675223174
282,socorro,31.6546,-106.3033,10.27,49,75,2.57,US,1675223175
283,saint-georges,12.0564,-61.7485,21.82,88,20,0.0,GD,1675223177
284,fort nelson,58.8053,-122.7002,-15.23,81,100,4.12,CA,1675223177
285,cidreira,-30.1811,-50.2056,23.61,92,0,1.87,BR,1675223179
286,darovskoy,58.77,47.9564,-7.05,94,100,4.45,RU,1675223180
